X,Y
476.5,302.5
477.5,313.0
480.5,313.0
484.5,328.0
493.0,316.0
487.0,361.0
484.0,355.5
488.5,375.0
487.5,391.5
486.0,403.0
483.5,429.5
485.5,478.5
448.0,23.0
439.0,21.5
433.5,21.5
427.0,22.0
421.0,25.5
431.0,40.0
419.0,50.0
413.5,34.0
400.0,44.0
397.5,57.0
394.0,80.0
15,27
20,22
38,0
25,25
20,100
36,110
40,120
17,155
11,190
27,203
27,250
20,255
3,273
9,206
10,270
20,410
13,424
12,480
40,494
28,470
43,460
10,440
41,390
32,340
53,168
60,340
86,350
65,322
108,316
58,300
76,365
70,251
70,230
76,270
98,92
100,90
130,74
134,100
128,130
110,140
108,170
110,216
107,224
92,230
100,260
100,270
101,293
102,310
99,334
106,360
110,366
110,405
90,430
96,440
109,420
111,450
90,454
93,469
100,488
100,486
95,491
100,484
105,487
110,480
124,455
120,441
119,437
122,380
137,372
136,353
142,362
142,362
146,341
148,320
145,311
153,324
147,316
156,287
156,466
165,250
140,237
155,228
170,213
166,205
165,206
160,199
170,190
172,192
183,185
180,172
171,162
174,159
