X,Y
300.5,114
297,111.5
298.5,124
309,125.5
285.5,100
283,99.5
282.5,105.5
292.5,105.5
292,98.5
293,98.5
295,109
293.5,118
293.5,114
296,119
300,119.5
304,107
307,115
301.5,100
306,109
306,106.5
305.5,113.5
303.5,93.5
306,84.5
304,88
303,110
304,116
308,111.5
307,110
309.5,111
309,113.5
310,114
309,113.5
320,94
319,99.5
288,59
290.5,56
307,78.5
314,74
326,85
257,27
271.5,23.5
319,43.5
223.5,34
339,35
271,126
284,141.5
284,142.5
285,145
284.5,150.5
291.5,167.5
292,142.5
290,189
294.5,200.5
304,189
293,158
206,158
302.5,164
306.5,163.5
206.5,169.5
305.5,163.5
106,169
303,156
303.5,164.5
304,178
313,172.5
311,169.5
312,178.5
306,178
306,178
306.5,167
305,180.5
304,162.5
305,162.5
289,164.5
288.5,170
288,185
287.5,176
288,179
286,194.5
290,189
289,182
289,192.5
289.5,190
288.5,184.5
287.5,210.5
321,174
319.5,170
312.5,164
312,172
313.5,176.5
311,173.5
311.5,176
312,178
313.5,179
340,171.5
336,163
335,160
336,159.5
335.5,171
332.5,180
326,190.5
314.5,182
313.5,185.5
326.5,193.5
326,100
327,99.5
327,99.5
325,99
326.5,109
325.5,101
328,93
328,95
329,105
329.5,100.5
345,111
330.5,126
332,128.5
331,125
336.5,127.5
356,130
353,124
359.5,194.5
364,192
353,198.5
365,205
360.5,201.5
341,203.5
370,52
370,27
381.5,63
328.5,70
464.5,493
482,488.5
444,450.5
450.5,454.5
465.5,468
465.5,476.5
466,466.5
477.5,465
478.5,453.5
473,475
477,439.5
476,452.5
474,452.5
478,453
478,453.5
475.5,421
475,417
448,482.5
434,442
435.5,465.5
432,473
435.5,475.5
432,473
435.5,475
435.5,479
403.5,474
403.5,466
404,475
430,464
430.5,475
426,434.5
401,492.5
404,480.5
403.5,471
403,471
385.5,479
389,480
389.5,491
394,486.5
316,481
314,456
315.5,486.5
5.5,463
204,467.5
203,466.5
200.5,469.5
202,476
201.5,475
298,468
294.5,464
300,459
297,451.5
298.5,468
294.5,483
288,487.5
277.5,494
284,463.5
283,487.5
299,468.5
264.5,484.5
273.5,424
278,444.5
293.5,453
291,451.5
297.5,447
254,444.5
239,450
234.5,444.5
239.5,453
291,451.5
297,447
254,435
273.5,432.5
273.5,432.5
264,438
263.5,434.5
260,458
262,460
266.5,460
262,460
263.5,457
265,445
264,448.5
285,450
275,452
265.5,450.5
282,445.5
273,404.5
275.5,412.5
277,416.5
284.5,422
290,423
289.5,421
315.5,431
205,460
219,474
215,464.5
211.5,464.5
211.5,480.5
217.5,452
211,449.5
198.5,445.5
200,455
215.5,445.5
205,493
190,436
219.5,478.5
203,492.5
480,203
201.5,480
200,476.5
195,491
201,475
190.5,475.5
186.5,479
188,483.5
192.5,492.5
184.5,490.5
185.5,490
188,484
186,487.5
178,470.5
168,491.5
178,490
187.5,443.5
200.5,462
190.5,455.5
186,471
183.5,465
182,442
180,439.5
172,456
174.5,446.5
173.5,455.5
171.5,443
183.5,457.5
199,444.5
200.5,446.5
166.5,492.5
157,480
163.5,475.5
153,496.5
126,497.5
113.5,496
169.5,457.5
169,461.5
159,456.5
163,453
148.5,448
144,439
148.5,442
145.5,452.5
159.5,456
159,418.5
158.5,410.5
160,409
161,416
164,414.5
164,425
186,421
185.5,427.5
183,429
184,421
183.5,419
184,414.5
178.5,416
178,417
177,428.5
174.5,423.5
179.5,412.5
339,416
338.5,425.5
338.5,428
338,414.5
315,424
316.5,429.5
348,403
349,413
347,382.5
376.5,394.5
373.5,396.5
373.5,390.5
372.5,405
371,398
371,394
372,408.5
374,392
388.5,400
343.5,403
395.5,399.5
344.5,406
397,395
396,385
395,382.5
395,386
387.5,388.5
390,380.5
390.5,385
390.5,382.5
389.5,391
389.5,391
381.5,389.5
384,382
383.5,379
392,376
401,362.5
380.5,380
389.5,375
396,373.5
397.5,371.5
398.5,362
346.5,360
396,364
390,360.5
396,360
385,363
386,354.5
387,378
384,377.5
383,377.5
371,377.5
372,380
394,342.5
387.5,328
238.5,298
240,295
242.5,309
244,302
244,323
242,316
242.5,320
245.5,326
236,330
236,331
266.5,323
234.5,313.5
226,302
225,291
227,300
229.5,294
223.5,310
223.5,312
235.5,270
231.5,278
230.5,280
231,284
231,286
232,289
21.5,287
229,288
227.5,270
229,271
231,250
239,228
236,230
235.5,227
236,250
240,241
240,250
239,237
241,250
243,230
23,233
253.5,233
253.5,337
255.5,229
238,260
238.5,260
238.5,268
243.5,263
246,262
247,204.5
247.5,267
258.5,282
259,290
262,287
239,293
240.5,304
243,298
239,293
238,292
166,181
166.5,184
167,190
168,198.5
169,204
213,187
211.5,215
14.5,195
215,195.5
209,186
229,188.5
234,196
228.5,183
228.5,180.5
225,194
220,206
224,252
255.5,255
217,225.5
218,248
216.5,251.5
219,255
221,259
233,240
255.5,255
236,242.5
77.5,199
83.5,198
88,210
88,215
86.5,232
86.5,232
86.5,235
88.5,237.5
103,316
105,330
106.5,338
101,306.5
102,304
106,308
105,305.5
105,302
103,316
102,321
101.5,314
102,301
99,303
99,306
141.5,203
141.5,202
145,201
146.5,208
155,204
155.5,206.5
157,177
75.5,302
76,302
76,300
74.5,307
69,290
74,309
83.5,303
88.5,294
88.5,298
95,304.5
97.5,294
95.5,296.5
96,289
98.5,298.5
93.5,251
93.5,261
94.5,248
94.5,265
95,256
95,262
97.5,267.5
107.5,274
107,274
108.5,257
109,261.5
107,250
106,255
61.5,253.5
10,254
56.5,230
55,246
56,230
55,246
56,247
56,248
58,246
58,249
63.5,255
63.5,260
63.5,260
63.5,260
63.5,266
63.5,265
61,268
65.5,261
64,265
61.5,268
63.5,261
64,261
64,265
61.5,268
65.5,261
71.5,259
71.5,258
78.5,250
81.5,280
76.5,264
70,265
81,250
81,248
79.5,270
6,134
16.5,202
18,213
18,217
18,218
18.5,227
18.5,230
18.5,234.5
18,230
16,242
16,237
22,296
22,292
41.5,240
37,240
29,245
40.5,254
50,244
50,254
55,249
55,249
55,257
57.5,260
59,254
59.5,266
59.5,267
146,388
148,388
150,388
150,388
136.5,390.5
145,390.5
138,395
141.5,398
151.5,398
142.5,393
149,400
146,399
140,398
138,345
134,346
147,348
145,350
145,350.5
146,354
147,352
148,351.5
145,357
153,364
160,365
140.5,365
147,376
119,384
114,384
125.5,387
125.5,388
127.5,399
186.5,403
185,404
186,417
105,446
140,476
124,450
144,442.5
144,443.5
144,446
154,430
117.5,50
170,431
170.5,430
168,439
172.5,440
170.5,443.5
170,456
141,379
139,381
144,388
144.5,388
90.5,425
92.5,428
100.5,428
98.5,434
117.5,335
116,339
111.5,350
110,358
111,345.5
110,343.5
114,343
103,359
90.5,45
92.5,428
100.5,428
98.5,434
117,335
116,339
11.5,350
110,358
111,345.5
115,343.5
114,343.5
103.5,359
108.5,362
94.5,378
94.5,378
93.5,384
92.5,387
121,400
116,376.5
117,376.5
118,376.5
108,377
118.5,380
116,381.5
119,388
71,328
71,335
62.5,367.5
60,338
61,357
62,359
70,381
68,381
72.5,381
76,388.5
76.5,390
92.5,365
103,380
110.5,374
96,377
103,390
100.5,393
100.5,399
103.5,401
101,403
105.5,400
100.5,416
105.5,416
44.5,458
53.5,368
53.5,465
48.5,465
52.5,470
52.5,475
52,397
50,415
50,418
60,418
0,371
0,374
10,367
12,372
12,374
10,350.5
10.5,311
10.5,350
28.5,376
60,327
65,327
65,328
65.5,328
417.5,70
415.5,66
415,66
415,65
25.5,22
27.5,452
26.5,462
26,461
40,470
34,478
36,478
33,478
40,475
36,479
31,479
32.5,485
52.5,446
51,448
55,452
43,445
54.5,463
50.5,465
451.5,89
453,89
453.5,89
452,54
441,82
453,74
439,73
438,73
462.5,163
470,162
455.5,162
432,160
434,160
415.5,157
456.5,157
435,154
439,146
450,140
443.5,137
442.5,44.5
438.5,99
434,47
432,42
49.5,39.5
429.5,59.5
432,61
430,61
428,61
427,36.5
422,46.5
423,32
425.5,42
420.5,30.5
420,30
430,33.5
421.5,28
423,21.5
412,20
403.5,16
402,18
396.5,19.5
389,28.5
396.5,36
400,49.5
401,40.5
405,42
406,73
408.5,73
416,70
479,74
479,73
465.5,85
464.5,80
459,130
463.5,121
461.5,128
458,123
459,117
460.5,116
459,113
463,112
463,110
461,108.5
463,110
464.5,96
455,96
457.5,95
458,92
452.5,92
450.5,89
214.5,304
215.5,314
205,320
245,308
245.5,300
245,295
28.5,331
248,290
229,315
230,355
230,350
229.5,328
233,334
233.5,340
236,346
231,227
233,336
239,356
239,357
388,343
387.5,345.5
385,334
385.5,324
385,354
385,354.5
391,352
388.5,350.5
384.5,344.5
385,346
385,346
382.5,339.5
384,351
373,344
372,339.5
374.5,339
377,361.5
380,363.5
383,373.5
344,341
353.5,349
366.5,351
369,357.5
373,354
363,356
364,356.5
364.5,366.5
363,354
