X,Y
200,41
140,21
140,24
140,32
145,24
145,25
147,27
147,37
147,10
150,0
150,10
150,25
150,28
152,8
152,24
152,37
154,5
154,26
156,5
156,30
156,38
160,17
160,29
160,30
160,32
160,33
160,41
162,10
116,7
116,3
116,22
116,25
116,30
116,33
111,3
111,9
111,14
119,0
119,11
119,15
119,18
119,24
121,2
121,11
121,23
121,31
123,10
123,22
123,28
125,11
125,21
125,27
129,2
129,15
131,15
135,30
62,173
58,170
50,170
70,170
72,170
77,168
77,163
74,163
70,163
66,163
60,160
52,161
52,161
74,160
48,145
48,145
62,140
62,140
62,140
72,145
100,78
77,70
70,95
66,62
63,95
65,95
80,105
68,60
68,139
68,135
71,145
71,140
71,139
71,133
80,137
82,138
100,137
100,135
96,138
110,175
110,162
110,155
110,140
110,135
110,127
110,120
110,131
110,131
115,143
119,148
120,135
120,165
132,155
140,167
145,160
50,181
46,180
51,175
60,189
60,180
61,170
71,170
75,152
70,172
70,172
90,175
92,170
93,170
86,170
86,165
80,165
80,165
75,165
84,165
89,165
92,162
80,162
77,162
87,162
80,157
77,157
67,157
94,152
70,148
65,143
65,140
70,335
70,327
80,327
36,336
30,325
34,335
40,331
40,320
50,330
60,345
35,360
40,360
40,345
45,343
36,335
31,335
49,364
50,362
50,362
50,362
48,354
48,354
50,353
48,342
90,305
56,193
65,196
70,190
69,190
93,381
94,380
99,385
100,378
99,372
99,365
99,364
99,360
99,355
95,354
94,350
87,345
82,377
100,362
95,362
80,360
87,360
87,360
90,360
105,355
107,350
110,335
98,340
63,350
86,325
57,390
60,330
60,335
70,335
60,480
88,436
50,355
25,388
30,378
30,350
35,378
37,370
46,369
40,369
42,360
40,380
45,380
50,384
47,372
50,372
54,372
57,372
84,377
55,372
53,370
56,365
57,360
66,366
57,364
85,376
85,386
89,386
73,460
64,460
64,460
56,460
54,455
67,455
88,455
97,455
100,455
103,455
55,450
89,443
68,441
68,441
70,442
70,439
86,440
86,440
80,434
83,434
87,434
73,434
60,480
50,480
43,480
43,480
40,480
35,480
35,476
5,395
5,395
0,393
3,395
3,387
5,387
23,390
20,380
25,380
25,380
25,380
25,380
30,367.5
21,360
17,365
0,451
0,442
10,463
6,430
4,425
4,425
3,417
5,417
9,420
9,420
15,420
18,420
27,420
23,420
24,426
30,433.5
20,445
13,467
15,455
58,473
29,473
22,460
25,460
38,465
29,452
29,452
29,451
20,444.5
27,437
10,468
0,458
10,479
10,287
10,287
18,465
20,460
56,460
59,460
50,460
63,460
66,460
70,460
0,15
15,32
15,35
15,42
20,35
20,43
23,5
23,20
24,21
24,11
25,20
31,0
31,1
31,36
31,43
42,20
42,27
42,30
50,13
50,26
50,30
47,75
47,85
20,75
20,115
15,100
0,142
5,130
5,141
5,143
5,150
10,100
10,105
10,125
10,130
10,146
10,144
10,141
12,125
12,150
12,150
13,145
13,125
14,139
14,134
14,145
15,147
15,144
15,138
18,132
18,138
18,147
18,148
20,131
20,135
20,140
20,142
20,147
24,150
24,129
30,131
30,133
30,137
30,147
30,145
33,125
33,129
37,124
37,125
37,146
40,121
40,125
40,130
40,133
32,115
32,120
6,204
6,224
6,232
6,235
6,240
6,230
6,245
8,210
8,241
8,236
370,345
370,340
375,342
380,342
380,340
375,332
475,330
350,325
355,323
353,320
358,328
358,318
353,315
350,318
335,315
340,303
325,305
324,310
318,313
340,270
345,273
351,272
355,273
358,472
360,373
363,375
350,235
355,242
363,243
368,240
370,230
398,483
400,480
410,465
410,460
450,482
455,480
435,490
430,490
442,483
455,498
475,480
470,478
420,478
408,475
409,473
410,475
425,478
435,470
430,470
428,475
422,475
420,473
418,472
358,270
365,270
353,268
358,265
363,368
358,365
368,265
365,263
370,265
355,260
353,255
350,255
348,265
342,252
355,253
360,260
344,250
345,248
363,245
363,245
368,243
370,243
345,240
338,240
325,235
340,240
325,235
418,465
475,478
493,478
498,488
473,480
413,468
416,465
420,465
410,465
420,460
479,470
498,475
478,466
418,458
405,460
425,450
418,450
493,450
480,448
482,448
484,445
493,445
425,450
420,448
423,442
435,438
472,445
472,440
463,438
457,438
460,438
494,443
485,443
500,430
487,430
478,430
485,430
480,430
475,430
475,430
468,430
460,430
455,430
408,430
402,428
408,423
405,420
418,435
428,435
428,433
430,433
432,430
437,432
435,425
428,425
402,418
470,423
470,420
460,420
460,418
480,419
484,419
485,413
489,413
488,413
495,420
495,415
492,415
462,413
500,413
448,408
445,405
453,405
453,400
448,400
446,410
470,398
465,398
465,399
465,402
464,398
490,390
191,450
191,450
191,450
195,458
199,452
199,450
202,450
208,449
207,477
199,480
188,481
190,483
141,381
165,372
170,367
177,376
181,380
183,381
185,387
186,390
186,391
181,394
180,398
168,401
165,410
243,278
243,286
244,290
248,293
235,311
200,196
198,197
204,197
194,300
199,305
199,305
200,306
200,306
208,305
205,315
212,310
223,317
213,318
210,322
186,316
200,295
200,295
190,328
180,324
171,330
160,289
165,295
165,301
165,303
160,364
164,315
165,317
165,321
164,321
162,317
115,422
111,425
110,429
115,422
117,423
120,428
117,428
123,427
124,426
128,428
130,429
130,439
125,430
129,440
128,449
141,433
151,437
141,443
150,437
155,440
155,445
156,449
153,442
155,436
81,411
87,413
84,389
85,385
90,406
90,406
94,396
92,408
100,380
105,380
113,378
113,382
117,389
105,391
106,392
105,397
110,396
114,401
115,403
126,355
130,355
110,355
105,354
193,242
195,235
195,310
242,475
242,473
242,474
242,477
250,476
255,465
260,464
261,455
268,458
271,475
273,469
265,470
268,473
274,472
285,474
268,485
265,485
270,500
290,470
295,475
278,455
284,452
286,445
280,443
290,440
290,438
255,440
255,445
257,440
258,440
270,443
280,435
285,434
275,433
282,432
285,430
254,328
275,425
270,430
265,420
255,405
257,395
260,393
255,390
270,490
285,410
290,410
260,382
258,395
255,388
270,360
283,360
280,355
285,355
290,355
298,355
294,350
308,360
285,355
250,315
255,315
260,315
260,320
266,315
268,315
268,308
280,310
284,315
288,320
293,324
265,310
270,313
260,305
258,305
250,305
268,300
265,300
260,300
278,218
280,218
285,215
284,215
287,215
308,215
305,215
315,218
320,215
322,215
335,220
330,215
338,213
320,220
330,218
321,325
328,212
335,212
232,210
330,488
298,488
305,480
308,480
318,478
295,470
305,268
318,463
20,235
20,235
20,235
22,235
22,235
22,235
27,235
33,235
33,235
10,235
15,235
15,235
20,235
20,235
20,290
20,295
26,285
26,271
26,280
35,276
5,305
6,318
11,305
14,320
6,319
17,320
20,312
20,318
22,310
25,308
13,368
25,367
36,362
33,358
27,360
29,354
37,353
8,358
6,356
19,356
24,349
33,350
29,350
36,345
25,346
25,346
12,346
15,338
21,339.5
0,412
0,412
12,410
12,410
0,400
0,400
0,400
11.5,398
6,395
0,402
263,300
290,300
298,300
288,300
285,298
288,297
295,295
295,295
281,295
285,293
288,292
290,290
275,290
263,292
270,292
263,285
255,288
240,285
273,285
275,285
273,280
285,275
295,280
300,280
310,280
315,285
330,290
335,290
333,300
310,280
305,270
308,270
313,265
305,270
310,270
313,265
310,270
305,270
250,270
250,265
258,265
260,268
250,260
260,265
270,263
265,265
275,263
278,263
278,255
283,248
288,248
273,253
279,253
278,252
270,249
270,250
268,250
275,250
287,245
290,245
283,248
288,248
278,247
285,246
293,243
295,243
298,242
265,248
280,245
283,243
270,243
275,243
273,243
275,240
276,240
265,245
263,245
273,240
278,245
280,245
273,255
270,248
265,240
270,240
255,238
250,238
290,235
292,240
315,240
318,250
330,250
330,248
320,240
318,238
318,238
330,238
338,230
345,235
338,235
255,230
260,235
265,235
255,230
255,228
278,230
255,220
270,245
270,225
268,215
275,223
270,229
270,229
305,230
300,230
255,220
150,475
150,461
150,456
153,451
154,440
157,480
153,470
153,465
153,460
158,455
158,450
160,442
160,480
160,470
162,469
163,461
166,454
175,471
177,472
178,470
179,465
179,450
181,456
184,465
183,463
184,471
186,461
190,474
190,476
190,461
190,143
292,143
304,131
304,138
304,140
305,120
305,121
305,125
305,135
321,155
315,111
315,113
315,116
325,113
325,140
330,120
337,121
340,125
345,108
345,110
345,111
346,121
346,138
340,160
340,158
350,141
350,150
350,153
350,160
360,135
360,136
360,160
360,163
360,165
360,168
370,140
370,151
370,158
370,120
370,130
370,131
370,140
374,121
374,123
373,111
373,114
381,118
410,100
412,100
415,108
415,118
420,115
421,122
295,230
295,234
305,221
315,224
315,225
327,218
500,31
500,34
500,41
500,50
441,51
441,66
444,53
444,61
444,72
450,63
443,72
454,73
434,50
434,61
480,80
470,80
485,71
485,76
485,81
485,82
487,78
487,82
491,73
499,83
290,141
290,142
283,20
290,0
290,21
290,26
290,30
290,28
291,21
295,23
295,31
295,40
295,45
300,20
300,38
305,25
305,35
306,21
308,18
308,35
312,16
312,36
315,24
315,25
318,25
318,27
318,28
318,29
318,32
323,24
323,25
323,28
323,38
323,40
323,42
325,28
325,48
330,25
330,42
330,45
301,27
303,28
307,24
319,25
323,26
320,19
317,14
331,9
336,17
337,24
337,25
338,28
337,16
360,30
363,32
291,80
291,73
295,66
307,53
284,77
304,59
295,61
318,66
318,55
323,51
323,50
323,49.5
323,47
319,54
318,41
318,42
325,51
330,55
291,69
296,72
295,64
300,58
306,68
308,64
304,76
319,68
320,64
315,70
316,36
328,38
261,101
260,96
271,90
275,87
275,90
273,120
251,98
264,85
270,87
273,86
260,95
275,98
265,110
240,130
241.5,130
243,136
247,141
235,143
238,134
250,151
256,125
253,130
245,109
263,112
263,121
263,122
263,138
265,112
265,121
265,123
267,113
267,122
267,123
270,118
270,119
270,120
240,170
244,162
255,155
255,151
263,141
263,138
270,140
260,150
260,145
260,142
266,141
267,142
267,139
267,134
268,142
268,140
268,136
268,131
273,142
273,133
273,132
278,140
278,137
278,130
278,122
280,135
280,137
280,128
280,124
285,135
285,136
285,121
290,130
306,155
282,186
278,175
380,14
380,10
380,8
383,8
383,9
383,11
383,13
383,11
386,9
386,16
386,17
372,31
375,30
375,42
378,25
378,27
378,30
378,32
380,28
380,32
380,38
389,25
389,29
364,50
458,220
460,230
480,250
486,257
499,230
433,223
440,231
425,225
418,228
420,247
415,250
412,225
400,227
397,228
425,199
434,198
432,193
448,190
436,180
435,173
430,180
426,178
444,190
441,160
440,159
445,147
440,150
440,143
439,148
435,140
488,150
484,145
483,140
490,140
490,146
490,138
495,140
495,148
487,138
380,180
377,180
375,172
374,170
372,165
378,167
380,165
378,160
382,158
369,189
362,183
359,188
355,183
355,178
355,176
355,177
375,145
372,140
371,139
390,135
377,134
380,133
384,140
403,170
402,155
403,146
405,149
408,145
410,150
395,143
400,147
413,170
407,166
410,163
414,164
417,163
447,105
435,126
426,118
430,115
435,110
437,106
400,120
