X,Y
21.0,368.0
19.0,375.0
26.5,389.0
12.0,486.0
45.0,372.0
81.5,249.0
90.0,239.5
65.0,269.0
112.0,219.0
109.5,214.0
75.0,271.0
95.0,261.0
96.5,254.0
85.5,310.0
80.0,313.0
133.5,223.0
132.0,274.0
151.0,255.0
133.5,253.0
113.5,240.0
106.0,249.0
106.0,245.0
107.0,249.0
91.0,285.0
162.0,271.0
115.0,319.0
161.5,258.5
58.5,412.0
71.0,396.0
88.0,406.0
71.0,379.0
93.0,357.0
83.0,353.0
123.0,377.0
92.5,409.0
87.0,423.0
88.0,413.0
125.0,241.0
106.5,367.0
108.0,411.0
70.0,392.0
122.0,378.0
75.0,416.0
94.0,424.0
81.5,445.0
87.0,440.0
107.5,395.0
99.0,441.0
90.0,437.0
74.0,457.0
67.0,448.0
58.5,435.5
61.0,472.0
55.5,465.5
50.5,468.5
50.5,464.0
54.0,467.5
122.0,320.0
123.0,361.0
132.0,378.5
133.0,377.0
119.0,304.5
115.0,307.0
126.0,310.0
144.5,337.0
153.0,323.0
152.0,325.0
152.5,352.0
128.0,354.0
128.0,355.5
158.0,389.0
172.5,374.0
158.0,383.0
121.5,406.0
102.0,433.0
117.5,402.5
112.0,424.0
123.0,411.0
120.5,420.0
121.0,414.5
124.0,415.0
124.0,421.0
124.0,423.0
120.0,478.0
120.0,474.0
497.0,80.0
479.0,88.0
488.0,132.5
489.0,141.0
468.0,135.0
479.0,126.0
471.0,143.0
471.0,122.0
465.0,88.0
449.0,115.0
458.0,53.0
447.0,47.0
421.0,30.0
418.0,78.5
449.0,75.0
395.0,32.0
389.0,92.0
392.0,77.0
388.0,79.5
374.0,8.0
381.0,5.0
385.0,35.0
370.0,26.0
355.0,4.0
384.0,72.0
391.0,70.0
360.0,18.5
341.5,16.0
330.0,22.0
330.0,23.0
320.0,28.0
328.0,101.5
321.0,111.5
315.0,96.0
354.0,93.0
371.0,120.5
363.5,84.5
385.0,150.0
305.0,125.0
352.0,123.0
350.0,120.0
349.0,120.0
349.0,127.5
371.0,155.5
345.0,148.0
371.0,173.5
383.0,172.5
385.0,164.5
390.0,143.0
430.0,143.5
398.0,127.5
423.0,158.5
443.0,193.5
441.0,197.5
415.0,205.0
399.0,190.0
353.0,179.5
350.0,191.0
350.0,187.5
349.0,190.0
361.0,223.0
299.0,137.0
271.0,141.0
273.0,140.5
240.0,139.5
277.0,136.0
274.0,133.0
276.0,130.0
279.0,130.0
285.0,108.0
277.0,116.0
271.0,133.0
270.0,130.5
257.0,118.5
258.0,113.0
249.0,112.5
281.5,111.0
261.0,119.0
260.0,107.0
258.0,105.0
256.0,100.0
289.0,79.0
301.0,84.0
310.0,82.0
120.5,473.5
120.0,480.5
120.0,477.0
117.5,485.0
117.5,483.5
117.5,481.5
117.5,453.0
131.5,426.0
140.0,430.0
139.5,428.0
128.0,423.0
128.0,430.0
128.0,430.5
119.0,419.0
140.0,292.0
142.5,315.0
142.5,320.5
151.5,298.0
155.0,219.0
167.5,223.0
167.5,233.0
167.0,238.0
162.5,472.0
169.5,444.5
170.5,369.0
170.5,364.0
172.0,487.0
169.0,491.0
180.5,439.0
180.5,432.0
185.0,434.0
182.0,432.0
182.0,422.0
181.0,412.0
181.5,411.0
181.0,406.0
453.0,373.5
437.0,312.0
426.0,406.0
418.0,419.0
419.0,422.0
416.0,403.0
422.5,393.0
416.0,305.0
425.0,300.0
424.0,285.5
412.0,457.0
412.0,470.0
393.0,348.0
403.0,340.0
389.0,374.0
386.0,364.0
401.0,285.0
402.5,295.5
406.0,387.0
400.0,301.5
357.0,424.0
356.0,413.5
338.5,384.5
340.5,385.0
376.5,365.0
376.5,358.0
367.0,338.0
366.0,272.0
345.0,330.0
344.0,265.5
344.0,288.5
177.0,260.0
179.0,290.0
174.0,310.0
180.0,303.5
217.0,290.5
214.0,467.0
233.0,470.0
233.0,463.0
260.0,459.0
267.5,469.0
259.0,470.0
259.0,421.0
259.0,448.0
257.5,440.0
251.0,440.0
248.0,450.0
248.0,445.0
248.0,337.0
248.0,450.0
248.0,492.0
246.0,428.0
246.0,448.0
249.0,423.0
255.0,428.5
264.0,393.5
268.0,402.0
253.0,405.5
247.0,379.5
245.5,386.5
322.0,299.5
311.0,266.5
302.0,295.5
296.0,294.5
263.0,235.0
283.5,291.0
279.0,309.0
282.5,250.0
291.0,251.0
222.5,250.5
252.5,288.0
220.0,237.5
235.0,303.0
238.0,312.0
253.0,289.5
229.0,285.0
238.0,249.5
230.0,249.5
268.5,209.0
260.0,237.0
258.0,241.0
261.0,242.5
259.0,296.5
244.0,210.0
222.0,204.0
195.5,189.5
204.0,195.5
210.0,190.0
197.0,203.5
216.0,200.0
190.0,215.0
170.0,210.5
184.0,285.0
176.5,231.5
188.0,280.5
260.0,157.0
253.0,250.0
260.0,260.0
261.0,261.0
251.0,270.5
262.0,245.5
260.0,269.0
160.5,273.5
214.5,220.5
257.5,254.5
243.5,319.5
207.0,328.0
212.0,346.0
199.5,336.5
204.0,348.0
218.0,346.0
188.0,312.5
193.0,312.0
190.0,319.5
233.5,411.0
228.5,364.0
227.0,354.5
263.0,355.0
263.0,359.0
247.0,387.0
254.0,400.0
246.0,380.5
241.0,409.0
230.5,436.5
237.0,439.5
246.5,442.5
207.5,418.0
207.0,418.5
199.0,457.5
213.0,460.0
185.0,461.0
186.0,442.5
230.0,150.5
206.0,173.5
201.0,161.0
202.0,164.0
205.0,171.0
195.0,158.0
210.0,93.5
155.0,174.0
155.0,179.0
158.0,186.5
164.0,178.5
176.0,184.0
217.0,131.0
280.0,189.0
283.0,202.5
271.0,190.0
280.0,186.5
271.0,220.0
244.5,166.0
246.5,147.0
238.5,136.0
227.5,142.0
223.5,138.0
238.0,183.0
279.0,124.0
267.0,102.0
261.0,31.0
267.0,23.0
261.0,31.0
233.0,51.5
280.0,78.0
249.0,103.0
245.0,85.5
240.0,46.0
237.0,53.0
230.0,69.5
200.0,110.5
199.0,83.0
200.0,73.5
205.0,60.0
210.0,66.0
233.0,51.5
223.5,55.5
223.0,57.0
215.0,28.5
224.0,31.0
221.0,37.5
221.0,38.0
229.0,34.0
253.0,9.0
256.5,11.5
229.0,99.0
235.0,102.5
228.0,90.0
222.0,65.0
219.0,59.5
216.0,64.5
217.0,49.0
210.0,46.0
224.0,61.0
221.0,48.0
203.0,36.0
198.0,89.5
198.0,87.0
193.5,54.0
193.0,62.5
171.0,81.0
181.0,64.5
189.5,66.5
195.0,62.0
230.5,95.0
216.0,119.0
213.0,117.0
209.0,108.0
236.0,116.0
224.0,118.0
180.0,138.5
221.0,99.0
216.0,162.5
214.0,146.5
546.0,547.0
