X,Y
59,476
94,204
64,230
56,142
82,259
59,262
72,265
58,269
96,265
190,66
96,294
112,271
120,286
111,308
98,339
48,477
46.5,475
46,500
44,491
43,500
105,118
44,207
45,215
52,230
102,131.5
53,202
56,238
107,141.5
485,253
44.5,268
43,280
125.5,131
43.5,297
45,294
43,304
37,330
33.5,346
130.5,134
38,370.5
28,409.5
105.5,143
33,429
36.5,332
30,460
46,490
35.5,271
27,297
118.5,36
28.5,280
17.5,318.5
22,314
101.5,69.5
23,312
124.5,75
29.5,328.5
39,310
33.5,328
28,341
158,71
21.5,346
28,347
31,343
140,86
34,339
28.5,360
13,390
131.5,102
18,402
31,429
34.5,443
38,450.5
141,100.5
54,498
54,486
51,496
46.5,155
67.5,157
52.5,164
62,155.5
41,181
41,197
59.5,12.5
98,18.5
29,215
78,71
20,214
22,204
49,180
51.5,195
70,76
83.5,135
52,205
53,220
52.5,234
41,242
41,255
32,270
85.5,168
20,276.5
15.5,276
28,217
22.5,188
27.5,181
54,67
54,24
62,17
71,86
53,112
69.5,116
71.5,125
70,135
48,152
0,7
0,30
0,74
0,78
11,84
0,118
8,131
2,138.5
4.5,154
5,159.5
11.5,153
10,156
0,180
16,184.5
0,186
20,184.5
2,193
4.5,206.5
1.5,200
6.5,220
1,232
6.5,233
7,255.5
5,239
7,217
0,252
3,258
9.5,263.5
8,259
7.5,269
5,313
315,478
309,490
297,491
293,457
293,438
293,447
306,415
296,476
285,457
288,452
288,180
315,195
337,276
358,256
365,240
375,242
385,267
345,282
338,295
343,312
329,305
348,325
352,352
352,381
352,400
351,280
308,310
306,313
306,332
315,351
311,368
310,380
315,405
326,465
325,483
325,497
338,497
326,493
307,155
307,155
319,150
333,160
327,160
326,152
325,157
324,153
350,142
360,135
360,162
354.5,163
366,164
370,170
406,119
409,130
310,150
312,149
317,156
304,151
299,160
324.5,160
302,160
334,160
325,169
319,160
320,162
337,169
320,180
313,150
303,178
285,137
275,142
284,153
323,185
354,182
373,173
278,174
343,172
369,160
369,172
301,210
313,205
343,210
357,207
345,215
329,117
335,230
335,236
344,246
345,257
330,240
331,252
330,262
331,175
336,272
331,290
293,283
310,300
289,188
310,187.5
275,193
252,219.5
250.5,235
274,209.5
286,211.5
292.5,290.5
299,293.5
269.5,233
246,246
280,255.5
292.5,245
247,267.5
255,270.5
253,302
243.5,306
255,321
287,270
284,289
292,287.5
304,280
265,331
245.5,343
258,358
261,352
268,364
268.5,348
281,420
273,412
7,304
5,314
10,317
7.5,328
6,328
10,360
18,371
13,361
7,357.5
9,342
11,360
8,386
3.5,428
11,463.5
10,492
9.5,474
11,490
20,473.5
21,454
24.5,410
20,403
19,396
14,380
15,378
17,388.5
17,377
21,372
18,334
20,341
16,306
24,350.5
12.5,334
14.5,322
22,365
23,316.5
27,313
27,278.5
15,243
14,227
18,233.5
25,244
26,225
30,228
205,369
98,78
97,381
110.5,352
111,372
94,384
73,447
74.5,489
79,489
222,89
78,495
76,499
206,0
79.5,206.5
227,80
87,180
235.5,63
78,210
81,220
222.5,93
80.5,250
214,122
82,256
213.5,139
173,154
81,281
173.5,154
86,307
207.5,122
83,348
87.5,342
232,116
86,358
234,119
85,395
230,116
220,139
85,392
214,136
84,419.5
231.5,121
90.5,449
231,78.5
88,447
236,81
239.5,70.5
241,63
239.5,88
236,79
113,195
104,210
240,79
246,114
99.5,233
248,121
101,276
248.5,58
255,60
100,288
263,73
267.5,76
266,75
95,330
258,76
93.5,353
267.5,78
94.5,342
268,94
281.5,78
98,400
277,104
266,115
98,398
100,386.5
284.5,116
105,406
284,68
105,423
299.5,42
108.5,451
106,456
317,8
320,4
106,464
319,49
305,80
99,466
292.5,91
286,96
84,484
70,480
282.5,91
287,88
120,180
112,213
286,113
118,214
112,238
289.5,108
110,240
304,119
108,246
109,299
302,83
110,312
306,41
113,317
315.5,4
114,333
115,382
112,338
300,69
308,85
117,325
316.5,98
116,323
290,114
289,116
118,317
120,306
120,297
275,119
112,276
262.5,127
248,121
316,55
317,70
11.5,180
323.5,43
114,196.5
308,67
110,241
313,51
314.5,68
115,269.5
328,58
113,291
319,88
117,315
325,36
320.5,106
124,346
110.5,375
106,391
339,53
105,443.5
350,61
108,447
116,469
114,478
